reporting_date|reporting_date_period_type|hierarchy_name|business_key1|business_key2|business_key3|business_key4|business_area|node_id_level1|node_name_level1|node_id_level2|node_name_level2|node_id_level3|node_name_level3|node_id_level4|node_name_level4|node_id_level5|node_name_level5|node_id_level6|node_name_level6|node_id_level7|node_name_level7|node_id_level8|node_name_level8|node_id_level9|node_name_level9
2017-05-30|1|Meijer Product Style Hierarchy|3292909||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS TREND SETTE|SKECHERS TREND SETTER||||
2017-05-30|1|Meijer Product Style Hierarchy|3292913||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS TREND SETTE|SKECHERS TREND SETTER||||
2017-05-30|1|Meijer Product Style Hierarchy|3292973||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS TREND SETTE|SKECHERS TREND SETTER||||
2017-05-30|1|Meijer Product Style Hierarchy|3321861||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012103|SLIPON CASL SHOE WMN|DR SCHOLLS HADLEY TW|DR SCHOLLS HADLEY TWIN||||
2017-05-30|1|Meijer Product Style Hierarchy|3321865||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012103|SLIPON CASL SHOE WMN|DR SCHOLLS HADLEY TW|DR SCHOLLS HADLEY TWIN||||
2017-05-30|1|Meijer Product Style Hierarchy|3327628||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000852|WOMENS TOPS DRESSES NON OB|L3-002779|KNIT WOVEN TOPS JR NON OB|L2-011642|TANK TOPS JR|PF - 1766 - TUNIC LE|PF - 1766 - TUNIC LENGTH CAMI||||
2017-05-30|1|Meijer Product Style Hierarchy|3355389||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000441|HANDBAGS|L3-001829|WOMENS HANDBAGS|L2-015213|HANDBAGS CROSSBODY WMNS|MULTISAC MISTY URBCR|MULTISAC MISTY URBCROC||||
2017-05-30|1|Meijer Product Style Hierarchy|3357656||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|-76536-|-76536-||||
2017-05-30|1|Meijer Product Style Hierarchy|3357660||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|-76536-|-76536-||||
2017-05-30|1|Meijer Product Style Hierarchy|3411494||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS ELITE STATU|SKECHERS ELITE STATUS||||
2017-05-30|1|Meijer Product Style Hierarchy|3411498||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS ELITE STATU|SKECHERS ELITE STATUS||||
2017-05-30|1|Meijer Product Style Hierarchy|3534274||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS GO WALK ULT|SKECHERS GO WALK ULTIM||||
2017-05-30|1|Meijer Product Style Hierarchy|3534278||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS GO WALK ULT|SKECHERS GO WALK ULTIM||||
2017-05-30|1|Meijer Product Style Hierarchy|3562859||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|22459 BLK|22459 BLK||||
2017-05-30|1|Meijer Product Style Hierarchy|3562863||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|22459 BLK|22459 BLK||||
2017-05-30|1|Meijer Product Style Hierarchy|3564696||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000852|WOMENS TOPS DRESSES NON OB|L3-002779|KNIT WOVEN TOPS JR NON OB|L2-011642|TANK TOPS JR|PF - 72089 - SEAMLES|PF - 72089 - SEAMLESS CAMI||||
2017-05-30|1|Meijer Product Style Hierarchy|3642070||||product|0|ALL|L6-000009|SOFTLINES|L5-000043|MENS|L4-000527|MENS ACTIVEWEAR|L3-002818|BOTTOMS ACTIVE MENS|L2-011886|PNT ACTVWR MEN|P6609|P6609||||
2017-05-30|1|Meijer Product Style Hierarchy|3676808||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000852|WOMENS TOPS DRESSES NON OB|L3-002779|KNIT WOVEN TOPS JR NON OB|L2-011642|TANK TOPS JR|PF - 72089 - SEAMLES|PF - 72089 - SEAMLESS CAMI||||
2017-05-30|1|Meijer Product Style Hierarchy|3696742||||product|0|ALL|L6-000012|IN AND OUTDOOR HOME|L5-000055|HOME TEXTILES|L4-000453|BEDDING|L3-003913|BED PILLOWS AND PADS|L2-014454|UTILITY BEDDING OTHER|Fresh Ideas Fasttrac|Fresh Ideas Fasttrack||||
2017-05-30|1|Meijer Product Style Hierarchy|3733522||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000440|FASHION ACCESSORIES|L3-001822|WOMENS COLDWEATHER WEAR|L2-010779|HEADBANDS COLDWEATHER WOMENS|FC FLEECE HEADBAND|FC FLEECE HEADBAND||||
2017-05-30|1|Meijer Product Style Hierarchy|3733526||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000440|FASHION ACCESSORIES|L3-001822|WOMENS COLDWEATHER WEAR|L2-006597|GLOVES COLDWEATHER WMNS|FLEECE FLIP TOP GLOV|FLEECE FLIP TOP GLOVE WITH POP UP||||
2017-05-30|1|Meijer Product Style Hierarchy|3733558||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000440|FASHION ACCESSORIES|L3-001822|WOMENS COLDWEATHER WEAR|L2-006599|MAGIC GLOVES COLDWEATHER WMNS|FC 3 PK MAGIC GLOVES|FC 3 PK MAGIC GLOVES||||
2017-05-30|1|Meijer Product Style Hierarchy|3734445||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012103|SLIPON CASL SHOE WMN|76551EW|76551EW||||
2017-05-30|1|Meijer Product Style Hierarchy|3734449||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012103|SLIPON CASL SHOE WMN|76551EW|76551EW||||
2017-05-30|1|Meijer Product Style Hierarchy|3734453||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012103|SLIPON CASL SHOE WMN|76551EW|76551EW||||
2017-05-30|1|Meijer Product Style Hierarchy|3742104||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000440|FASHION ACCESSORIES|L3-001822|WOMENS COLDWEATHER WEAR|L2-010779|HEADBANDS COLDWEATHER WOMENS|FC CHECKLANE POLAR F|FC CHECKLANE POLAR FLEECE HEADBAND||||
2017-05-30|1|Meijer Product Style Hierarchy|3742136||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000440|FASHION ACCESSORIES|L3-001822|WOMENS COLDWEATHER WEAR|L2-006601|SCARVES COLDWEATHER WMNS|FC CHENILLE FEATHER|FC CHENILLE FEATHER||||
2017-05-30|1|Meijer Product Style Hierarchy|3742152||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000440|FASHION ACCESSORIES|L3-001822|WOMENS COLDWEATHER WEAR|L2-006597|GLOVES COLDWEATHER WMNS|FC CHENILLE FEATHER |FC CHENILLE FEATHER CUFF GLOVE||||
2017-05-30|1|Meijer Product Style Hierarchy|3762335||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012103|SLIPON CASL SHOE WMN|DR SCHOLLS HADLEY S/|DR SCHOLLS HADLEY S/O||||
2017-05-30|1|Meijer Product Style Hierarchy|3762339||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012103|SLIPON CASL SHOE WMN|DR SCHOLLS HADLEY S/|DR SCHOLLS HADLEY S/O||||
2017-05-30|1|Meijer Product Style Hierarchy|3762343||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012103|SLIPON CASL SHOE WMN|DR SCHOLLS HADLEY S/|DR SCHOLLS HADLEY S/O||||
2017-05-30|1|Meijer Product Style Hierarchy|3778663||||product|0|ALL|L6-000009|SOFTLINES|L5-000043|MENS|L4-000527|MENS ACTIVEWEAR|L3-002818|BOTTOMS ACTIVE MENS|L2-011887|SHORT ACTVWR MEN|-12563-|-12563-||||
2017-05-30|1|Meijer Product Style Hierarchy|3778675||||product|0|ALL|L6-000009|SOFTLINES|L5-000043|MENS|L4-000527|MENS ACTIVEWEAR|L3-002818|BOTTOMS ACTIVE MENS|L2-011887|SHORT ACTVWR MEN|-12563-|-12563-||||
2017-05-30|1|Meijer Product Style Hierarchy|3786976||||product|0|ALL|L6-000012|IN AND OUTDOOR HOME|L5-000055|HOME TEXTILES|L4-000453|BEDDING|L3-003912|THROWS AND BLANKETS|L2-014450|BEDDING THROWS|Berkshire Knit Throw|Berkshire Knit Throws||||
2017-05-30|1|Meijer Product Style Hierarchy|3855618||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000852|WOMENS TOPS DRESSES NON OB|L3-002779|KNIT WOVEN TOPS JR NON OB|L2-011642|TANK TOPS JR|PF - 1766 - TUNIC LE|PF - 1766 - TUNIC LENGTH CAMI||||
2017-05-30|1|Meijer Product Style Hierarchy|3106740||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000441|HANDBAGS|L3-001829|WOMENS HANDBAGS|L2-015213|HANDBAGS CROSSBODY WMNS|MULTISAC MISTY URBCR|MULTISAC MISTY URBCROC||||
2017-05-30|1|Meijer Product Style Hierarchy|3142533||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000441|HANDBAGS|L3-001829|WOMENS HANDBAGS|L2-015213|HANDBAGS CROSSBODY WMNS|KOLTOV KELLY NAPPA|KOLTOV KELLY NAPPA||||
2017-05-30|1|Meijer Product Style Hierarchy|3255517||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000441|HANDBAGS|L3-001829|WOMENS HANDBAGS|L2-015213|HANDBAGS CROSSBODY WMNS|MULTISAC BALLISTIC N|MULTISAC BALLISTIC NYLON||||
2017-05-30|1|Meijer Product Style Hierarchy|3292908||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS TREND SETTE|SKECHERS TREND SETTER||||
2017-05-30|1|Meijer Product Style Hierarchy|3292912||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS TREND SETTE|SKECHERS TREND SETTER||||
2017-05-30|1|Meijer Product Style Hierarchy|3292972||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS TREND SETTE|SKECHERS TREND SETTER||||
2017-05-30|1|Meijer Product Style Hierarchy|3321860||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012103|SLIPON CASL SHOE WMN|DR SCHOLLS HADLEY TW|DR SCHOLLS HADLEY TWIN||||
2017-05-30|1|Meijer Product Style Hierarchy|3321864||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012103|SLIPON CASL SHOE WMN|DR SCHOLLS HADLEY TW|DR SCHOLLS HADLEY TWIN||||
2017-05-30|1|Meijer Product Style Hierarchy|3321868||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012103|SLIPON CASL SHOE WMN|DR SCHOLLS HADLEY TW|DR SCHOLLS HADLEY TWIN||||
2017-05-30|1|Meijer Product Style Hierarchy|3327627||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000852|WOMENS TOPS DRESSES NON OB|L3-002779|KNIT WOVEN TOPS JR NON OB|L2-011642|TANK TOPS JR|PF - 1766 - TUNIC LE|PF - 1766 - TUNIC LENGTH CAMI||||
2017-05-30|1|Meijer Product Style Hierarchy|3327631||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000852|WOMENS TOPS DRESSES NON OB|L3-002779|KNIT WOVEN TOPS JR NON OB|L2-011642|TANK TOPS JR|PF - 1766 - TUNIC LE|PF - 1766 - TUNIC LENGTH CAMI||||
2017-05-30|1|Meijer Product Style Hierarchy|3355388||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000441|HANDBAGS|L3-001829|WOMENS HANDBAGS|L2-015213|HANDBAGS CROSSBODY WMNS|MULTISAC MISTY URBCR|MULTISAC MISTY URBCROC||||
2017-05-30|1|Meijer Product Style Hierarchy|3357655||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|-76536-|-76536-||||
2017-05-30|1|Meijer Product Style Hierarchy|3357659||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|-76536-|-76536-||||
2017-05-30|1|Meijer Product Style Hierarchy|3357663||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|-76536-|-76536-||||
2017-05-30|1|Meijer Product Style Hierarchy|3411497||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS ELITE STATU|SKECHERS ELITE STATUS||||
2017-05-30|1|Meijer Product Style Hierarchy|3411502||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS ELITE STATU|SKECHERS ELITE STATUS||||
2017-05-30|1|Meijer Product Style Hierarchy|3459901||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000852|WOMENS TOPS DRESSES NON OB|L3-002779|KNIT WOVEN TOPS JR NON OB|L2-011642|TANK TOPS JR|PF - 72089 - SEAMLES|PF - 72089 - SEAMLESS CAMI||||
2017-05-30|1|Meijer Product Style Hierarchy|3459905||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000852|WOMENS TOPS DRESSES NON OB|L3-002779|KNIT WOVEN TOPS JR NON OB|L2-011642|TANK TOPS JR|PF - 72089 - SEAMLES|PF - 72089 - SEAMLESS CAMI||||
2017-05-30|1|Meijer Product Style Hierarchy|3485636||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000852|WOMENS TOPS DRESSES NON OB|L3-002779|KNIT WOVEN TOPS JR NON OB|L2-011642|TANK TOPS JR|PF - 72089 - SEAMLES|PF - 72089 - SEAMLESS CAMI||||
2017-05-30|1|Meijer Product Style Hierarchy|3534273||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS GO WALK ULT|SKECHERS GO WALK ULTIM||||
2017-05-30|1|Meijer Product Style Hierarchy|3534277||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS GO WALK ULT|SKECHERS GO WALK ULTIM||||
2017-05-30|1|Meijer Product Style Hierarchy|3562858||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|22459 BLK|22459 BLK||||
2017-05-30|1|Meijer Product Style Hierarchy|3562862||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|22459 BLK|22459 BLK||||
2017-05-30|1|Meijer Product Style Hierarchy|3564695||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000852|WOMENS TOPS DRESSES NON OB|L3-002779|KNIT WOVEN TOPS JR NON OB|L2-011642|TANK TOPS JR|PF - 72089 - SEAMLES|PF - 72089 - SEAMLESS CAMI||||
2017-05-30|1|Meijer Product Style Hierarchy|3642073||||product|0|ALL|L6-000009|SOFTLINES|L5-000043|MENS|L4-000527|MENS ACTIVEWEAR|L3-002818|BOTTOMS ACTIVE MENS|L2-011886|PNT ACTVWR MEN|P6609|P6609||||
2017-05-30|1|Meijer Product Style Hierarchy|3733513||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000440|FASHION ACCESSORIES|L3-001822|WOMENS COLDWEATHER WEAR|L2-006598|HATS COLDWEATHER WMNS|FALLS CREEK FLEECE C|FALLS CREEK FLEECE CUFFED HAT||||
2017-05-30|1|Meijer Product Style Hierarchy|3733517||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000440|FASHION ACCESSORIES|L3-001822|WOMENS COLDWEATHER WEAR|L2-006601|SCARVES COLDWEATHER WMNS|FALLS CREEK FLC SCAR|FALLS CREEK FLC SCARF||||
2017-05-30|1|Meijer Product Style Hierarchy|3733521||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000440|FASHION ACCESSORIES|L3-001822|WOMENS COLDWEATHER WEAR|L2-010779|HEADBANDS COLDWEATHER WOMENS|FC FLEECE HEADBAND|FC FLEECE HEADBAND||||
2017-05-30|1|Meijer Product Style Hierarchy|3733549||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000440|FASHION ACCESSORIES|L3-001822|WOMENS COLDWEATHER WEAR|L2-006599|MAGIC GLOVES COLDWEATHER WMNS|FC 2 PK MAGIC GLOVES|FC 2 PK MAGIC GLOVES||||
2017-05-30|1|Meijer Product Style Hierarchy|3733557||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000440|FASHION ACCESSORIES|L3-001822|WOMENS COLDWEATHER WEAR|L2-006599|MAGIC GLOVES COLDWEATHER WMNS|FC 3 PK MAGIC GLOVES|FC 3 PK MAGIC GLOVES||||
2017-05-30|1|Meijer Product Style Hierarchy|3733561||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000440|FASHION ACCESSORIES|L3-001822|WOMENS COLDWEATHER WEAR|L2-006599|MAGIC GLOVES COLDWEATHER WMNS|FC 3 PK MAGIC GLOVES|FC 3 PK MAGIC GLOVES||||
2017-05-30|1|Meijer Product Style Hierarchy|3734444||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012103|SLIPON CASL SHOE WMN|76551EW|76551EW||||
2017-05-30|1|Meijer Product Style Hierarchy|3734448||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012103|SLIPON CASL SHOE WMN|76551EW|76551EW||||
2017-05-30|1|Meijer Product Style Hierarchy|3734452||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012103|SLIPON CASL SHOE WMN|76551EW|76551EW||||
2017-05-30|1|Meijer Product Style Hierarchy|3855622||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000852|WOMENS TOPS DRESSES NON OB|L3-002779|KNIT WOVEN TOPS JR NON OB|L2-011642|TANK TOPS JR|PF - 1766 - TUNIC LE|PF - 1766 - TUNIC LENGTH CAMI||||
2017-05-30|1|Meijer Product Style Hierarchy|3855626||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000852|WOMENS TOPS DRESSES NON OB|L3-002779|KNIT WOVEN TOPS JR NON OB|L2-011642|TANK TOPS JR|PF - 72089 - SEAMLES|PF - 72089 - SEAMLESS CAMI||||
2017-05-30|1|Meijer Product Style Hierarchy|3855646||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000852|WOMENS TOPS DRESSES NON OB|L3-002779|KNIT WOVEN TOPS JR NON OB|L2-011642|TANK TOPS JR|PF - 72089 - SEAMLES|PF - 72089 - SEAMLESS CAMI||||
2017-05-30|1|Meijer Product Style Hierarchy|3857647||||product|0|ALL|L6-000012|IN AND OUTDOOR HOME|L5-000055|HOME TEXTILES|L4-000453|BEDDING|L3-003916|JUVENILE BEDDING|L2-015128|LICENSED BEDDING|Batman Window Fasttr|Batman Window Fasttrack||||
2017-05-30|1|Meijer Product Style Hierarchy|3867475||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000851|WOMENS OB FC|L3-004138|BOTTOMS OB FC|L2-015892|LEGGINGS OB FC|C/S BLK|C/S BLK||||
2017-05-30|1|Meijer Product Style Hierarchy|3870329||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000441|HANDBAGS|L3-001829|WOMENS HANDBAGS|L2-015216|HANDBAGS TOTE WMNS|ROSETTI THROWBACK TO|ROSETTI THROWBACK TOTE||||
2017-05-30|1|Meijer Product Style Hierarchy|3870869||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000851|WOMENS OB FC|L3-004138|BOTTOMS OB FC|L2-015892|LEGGINGS OB FC|C/S BLK|C/S BLK||||
2017-05-30|1|Meijer Product Style Hierarchy|3870944||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000851|WOMENS OB FC|L3-004138|BOTTOMS OB FC|L2-015892|LEGGINGS OB FC|C/S BLK|C/S BLK||||
2017-05-30|1|Meijer Product Style Hierarchy|3872181||||product|0|ALL|L6-000009|SOFTLINES|L5-000043|MENS|L4-000527|MENS ACTIVEWEAR|L3-002818|BOTTOMS ACTIVE MENS|L2-011887|SHORT ACTVWR MEN|-12563-|-12563-||||
2017-05-30|1|Meijer Product Style Hierarchy|3872437||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000851|WOMENS OB FC|L3-004138|BOTTOMS OB FC|L2-015892|LEGGINGS OB FC|C/S GREY|C/S GREY||||
2017-05-30|1|Meijer Product Style Hierarchy|3872450||||product|0|ALL|L6-000009|SOFTLINES|L5-000047|WOMENS|L4-000851|WOMENS OB FC|L3-004138|BOTTOMS OB FC|L2-015892|LEGGINGS OB FC|C/S GREY|C/S GREY||||
2017-05-30|1|Meijer Product Style Hierarchy|3872979||||product|0|ALL|L6-000012|IN AND OUTDOOR HOME|L5-000055|HOME TEXTILES|L4-000453|BEDDING|L3-003913|BED PILLOWS AND PADS|L2-014451|PILLOW COVERS|Cool Comfort Pillow |Cool Comfort Pillow FT||||
2017-05-30|1|Meijer Product Style Hierarchy|3877834||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS PERF GO RUN|SKECHERS PERF GO RUN 400||||
2017-05-30|1|Meijer Product Style Hierarchy|3877838||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012099|FASHN SPORT SHOE WMN|SKECHERS PERF GO RUN|SKECHERS PERF GO RUN 400||||
2017-05-30|1|Meijer Product Style Hierarchy|3902189||||product|0|ALL|L6-000009|SOFTLINES|L5-000058|SHOES|L4-000588|WOMENS FOOTWEAR|L3-002866|WOMENS DRESS CASUAL SHOES|L2-012101|CANVAS CASUALS|KEDS CRAZE T TOE LTH|KEDS CRAZE T TOE LTHR||||
2017-05-30|1|Meijer Product Style Hierarchy|3903537||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000440|FASHION ACCESSORIES|L3-001822|WOMENS COLDWEATHER WEAR|L2-006601|SCARVES COLDWEATHER WMNS|MASSINI SUPER SOFT C|MASSINI SUPER SOFT COWL||||
2017-05-30|1|Meijer Product Style Hierarchy|3903541||||product|0|ALL|L6-000009|SOFTLINES|L5-000040|JEWELRY AND ACCESSORIES|L4-000440|FASHION ACCESSORIES|L3-001822|WOMENS COLDWEATHER WEAR|L2-006598|HATS COLDWEATHER WMNS|MASSINI SUPER SOFT H|MASSINI SUPER SOFT HAT||||
